id,markets,founded in,employees,headquarters,country,total raised (USD),latest_round_amount (USD),latest_round_date,latest_round_type,acquired_by,acquired_at,acquired_amount (USD)
14,"Internet > Cloud Computing, Big Data > Storage, Internet > Web Development, Big Data, Technology > Artificial Intelligence, Information Services",1994.0,566000.0,Seattle,United States,56000000.0,48000000.0,1997-05-15,IPO,,,
16,"Networking, Internet > Social Media, Mobile, E-Commerce, Recruiting, Big Data, Sports, Technology > Artificial Intelligence, Consumer Electronics > Wearables > Augmented Reality, Health Care, Education > EdTech, Online Marketing, Sales and Marketing > Sales Tools",2003.0,10001.0,Sunnyvale,United States,206121421.0,81713488.0,2013-05-01,Post-IPO equity,Microsoft,2016-06-13,26000000000.0
125,"Mobile, Technology > Artificial Intelligence, Telecommunications",1991.0,22000.0,Tokyo,Japan,,,,,,,
213,"Mobile, Technology, Mobile > Mobile Software Tools, Software > Enterprise Software, Big Data, Big Data > Machine Learning > Natural Language Processing, Big Data > Machine Learning, Software, Technology > Deep Tech",2008.0,90.0,London,United Kingdom,21579688.0,17500000.0,2013-09-04,Series B,Microsoft,2016-02-02,250000000.0
215,"Technology > Artificial Intelligence, Telecommunications, Virtual Reality",1984.0,1001.0,Seoul,South Korea,,,,,,,
312,"Media > Music, Big Data > Machine Learning, Technology > Data Mining",2008.0,15.0,London,United Kingdom,9456750.0,4700000.0,2013-01-23,Venture capital,Apple,2015-01-21,
339,"Big Data, Software > PaaS, Technology > Artificial Intelligence, Enterprise",2010.0,20.0,Cambridge,United States,13000000.0,13000000.0,2014-10-15,Series A,,,
471,"Services > Business Services, Businesses > Consulting, Technology > Artificial Intelligence, Finance > Financial Services, Health, Communications",2001.0,350000.0,Chicago,United States,,,,,,,
724,"Technology, Finance, Transportation > Vehicles > Automotive > Cars, Transportation, Transportation > Vehicles > Automotive, Technology > Artificial Intelligence, Finance > Insurance, Smart Home, Transportation > Vehicles, Technology > Deep Tech",2014.0,70.0,Antwerp,Belgium,17127290.0,8988764.0,2017-06-27,Series C,,,
735,"Photography > Photo Sharing, Photography, Technology > Artificial Intelligence, Photography > Photo Tech",2011.0,70.0,Berlin,Germany,6000000.0,6000000.0,2013-07-01,Series A,,,
816,"Mobile, Software > Apps, Big Data > Machine Learning, Technology > Artificial Intelligence",2011.0,11.0,San Francisco,United States,15400000.0,13000000.0,2014-12-18,Series A,,,
874,"Analytics, Big Data, Big Data > Machine Learning, Data Science",2012.0,,San Jose,United States,21575000.0,18000000.0,2013-04-01,Series A,,,
895,"Media > Music, Software > Apps, Media > Audio, Technology > Artificial Intelligence",2005.0,101.0,Santa Clara,United States,179000000.0,100000000.0,2018-05-03,Venture Capital,,,
1201,"E-Commerce, Internet > SaaS, Security, Big Data, Big Data > Machine Learning, Security > Fraud Detection",2011.0,10.0,San Francisco,United States,106600000.0,53000000.0,2018-03-21,Series D,,,
1389,"Internet > Blogging Platforms, Internet > Web Development, Health > Health and Wellness, Technology > Artificial Intelligence, Health Care > Medical, E-Commerce > E-Commerce Platforms",2006.0,150.0,San Francisco,United States,39830000.0,4160000.0,2016-08-22,Venture Capital,Square,2019-03-20,0.0
1473,"Mobile, Advertising, Media > Video, Technology, Advertising > Advertising Platforms, Big Data, Big Data > Machine Learning, Technology > Artificial Intelligence, Media, Mobile > Mobile Advertising, Technology > Deep Tech",2012.0,130.0,London,United Kingdom,37500000.0,17000000.0,2018-10-29,Series C,,,
2088,"Mobile, Services > Business Services, Technology > Artificial Intelligence, Software > Productivity Software > Meeting Software, Consumer Electronics > iPhone",2013.0,4.0,London,United Kingdom,491381.0,0.0,2014-09-01,Angel,,,
2329,"Software > Enterprise Software, Internet > SaaS, Big Data > Machine Learning",2012.0,3.0,Mountain View,United States,,,,,,,
2369,"Real Estate, Big Data > Machine Learning, Real Estate > Property Management",2011.0,50.0,London,United Kingdom,8565083.0,4800000.0,2014-10-23,Series B,,,
2371,"Analytics, Big Data > Machine Learning, Technology > Data Mining, Analytics > Predictive Analytics",2013.0,2.0,San Francisco,United States,2000000.0,2000000.0,2014-12-11,Seed fund,Square,2016-03-14,0.0
2383,"Big Data, Technology > Data Mining, Technology > Artificial Intelligence, Finance > FinTech > Blockchain",2014.0,2.0,Palo Alto,United States,1300000.0,1100000.0,2015-09-10,Seed fund,Bloq,2017-02-27,0.0
2622,"Advertising, Media > Video, Big Data > Machine Learning",2012.0,3.0,Irvine,United States,0.0,0.0,2012-10-01,Seed fund,,,
2689,"Services > Translation, Big Data > Machine Learning > Natural Language Processing, Technology > Artificial Intelligence, Services > Translation Services",2011.0,10.0,The Hague,The Netherlands,,,,,,,
2918,"Software > Enterprise Software, Internet > SaaS, Big Data > Machine Learning, Analytics > Predictive Analytics",2012.0,15.0,Boston,United States,224598000.0,100000000.0,2018-10-25,Series D,,,
3133,"Education, Big Data > Machine Learning",2008.0,145.0,New York,United States,140000000.0,25000000.0,2018-08-21,Venture Capital,,,
3150,"Media > News, Media > Content, Social > Communities > Reviews and Recommendations, Social > Communities > Peer-to-Peer, Big Data > Machine Learning, Media",2013.0,5.0,London,United Kingdom,,,,,,,
3506,Technology > Artificial Intelligence,2007.0,51.0,Helsinki,Finland,16970200.0,16970200.0,2012-09-18,Venture capital,,,
3508,"Internet > Cloud Computing, Technology, Internet, Software > Enterprise Software, Technology > Artificial Intelligence, Software",2011.0,3.0,Helsinki,Finland,125000.0,125000.0,2016-08-02,Seed fund,,,
3548,"Media > Music, Education, Technology > Artificial Intelligence",2012.0,5.0,Parisi,France,3170000.0,800000.0,2017-03-14,Seed fund,,,
3833,"Internet > Search, Media > Video, Internet > SaaS, Education, Collaboration, Big Data > Machine Learning > Natural Language Processing > Speech Recognition",2012.0,10.0,New York,United States,435000.0,435000.0,2013-12-01,Convertible Note,,,
4161,"Technology, Finance, Big Data, Big Data > Machine Learning > Natural Language Processing, Big Data > Machine Learning, Technology > Artificial Intelligence, Finance > FinTech",2012.0,25.0,Amsterdam,The Netherlands,0.0,,,,,,
4484,"Transportation > Vehicles > Automotive, E-Commerce > Online Shopping, Technology > Artificial Intelligence",2009.0,3.0,Waterloo,Canada,,,,,,,
4792,"Image Recognition, Big Data > Machine Learning, Technology > Artificial Intelligence",2008.0,8.0,Sofia,Bulgaria,310000.0,260000.0,2013-07-01,Seed fund,,,
4829,"E-Commerce, Analytics, Big Data, Big Data > Machine Learning",2011.0,30.0,Edmonton,Canada,10500000.0,9000000.0,2015-05-26,Series A,,,
4877,"Internet > Search, Internet > Social Media, Social > Communities > Reviews and Recommendations, Big Data, Social > Social Search, Big Data > Machine Learning",2011.0,10.0,San Francisco,United States,1339000.0,535000.0,2014-12-05,Seed fund,,,
4972,"Internet > Search, E-Commerce, E-Commerce > Revenue Drivers > Coupons, Big Data > Machine Learning",2010.0,12.0,Buenos Aires,Argentina,,,,,,,
5031,"Internet > Cloud Computing, Internet > Web Hosting, Software > Enterprise Software, Design > CAD, Software > Graphics, Technology > Artificial Intelligence, Data Science > Computer Vision, Gaming",2011.0,15.0,Ghent,Belgium,10073500.0,5813953.0,2018-08-24,Series A,,,
5037,"Security, Analytics, Big Data > Machine Learning, Internet of Things, Data Science > Computer Vision",2011.0,14.0,Mountain View,United States,329600.0,155000.0,2014-07-04,Seed fund,,,
5127,"Mobile, Entertainment, Media > Music, Events, Software > Apps, Big Data, Big Data > Machine Learning, E-Commerce > Ticketing, Social, Nightlife",2014.0,26.0,Barcelona,Spain,1853933.0,1235955.0,2016-10-10,Seed fund,,,
5356,"Big Data > Big Data Analytics, Analytics, Big Data, Technology > Artificial Intelligence",2016.0,4.0,Saint-Petersburg,Russia,0.0,,,,,,
5627,"E-Commerce, Consumer Goods > Fashion, File Sharing, Big Data, Big Data > Machine Learning, Lifestyle",2010.0,4.0,Bilbao,Spain,800000.0,800000.0,2012-07-11,Angel,,,
5723,"Finance, Big Data, Big Data > Machine Learning, Finance > Risk Management, Data Science",2011.0,2.0,New York,United States,2867045.0,2700000.0,2017-07-25,Venture Capital,,,
5895,"Media > News, Social > Communities > Reviews and Recommendations, Enterprises, Internet > SaaS, Analytics, Big Data > Machine Learning, Analytics > Predictive Analytics, Telecommunications",2011.0,20.0,Vilnius,Lithuania,380000.0,380000.0,2012-02-01,Grant,,,
5936,"Technology > Artificial Intelligence, Finance > Risk Management, Finance > FinTech",2011.0,300.0,San Mateo,United States,71973643.0,50000000.0,2017-10-17,Series C,,,
5969,"Analytics, Big Data, Technology > Artificial Intelligence, Internet of Things",2012.0,11.0,Seoul,South Korea,705903.0,705903.0,2012-08-24,Venture capital,,,
6145,"Technology > Artificial Intelligence, Health",2013.0,2.0,Tel Aviv,Israel,550000.0,550000.0,2014-07-18,Seed fund,,,
6579,"Internet > Blogging Platforms, Media > News, Social > Communities > Reviews and Recommendations, Media > Publishing, Personalization, Technology > Artificial Intelligence",2012.0,2.0,Greece,Greece,,,,,,,
7107,"E-Commerce, Consumer Goods > Fashion, Internet, Big Data > Machine Learning, E-Commerce > Shopping",2011.0,11.0,London,United Kingdom,30597101.0,22000000.0,2018-10-16,Series B,,,
7445,"Big Data > Machine Learning, Technology > Artificial Intelligence, Software > Productivity Software > Meeting Software",2014.0,71.0,New York,United States,44300000.0,10000000.0,2017-08-14,Series B,,,
7774,"Software > Enterprise Software, Big Data > Machine Learning > Natural Language Processing, Big Data > Machine Learning",2012.0,6.0,San Francisco,United States,6900000.0,5500000.0,2014-10-16,Series A,,,
7779,Technology > Artificial Intelligence,1995.0,,Frankfurt,Germany,55000000.0,55000000.0,2014-10-16,Venture capital,,,
7822,"Recruiting, Big Data, Technology > Artificial Intelligence, Businesses > Human Resources",2013.0,25.0,Paris,France,11557552.0,7865169.0,2017-06-06,Series A,,,
7856,"Analytics, Big Data > Data Integration, Marketing > Internet Marketing, Technology > Artificial Intelligence, Health Care > Medical, Analytics > Predictive Analytics",2012.0,11.0,Portland,United States,25020270.0,14000000.0,2018-04-04,Series B,,,
7857,"Mobile, Advertising, Media > Content, Technology > Artificial Intelligence",2011.0,6.0,Ra'anana,United States,18100000.0,13100000.0,2016-02-17,Series B,,,
7902,"Technology > Artificial Intelligence, Internet of Things, Services > Customer Service > Customer Support Tools",2012.0,60.0,Toronto,Canada,14250000.0,8500000.0,2017-10-03,Series A,,,
7996,"Internet > Social Media, Security, Big Data > Machine Learning, Internet > Consumer Internet > Identity Management",2012.0,9.0,New York,United States,64100000.0,30000000.0,2019-02-28,Series C,,,
8130,"Big Data > Machine Learning, Big Data > Data Integration",2009.0,20.0,Framingham,United States,11250000.0,7500000.0,2014-11-04,Series B,,,
8168,"Technology, Analytics, Big Data, Big Data > Machine Learning > Natural Language Processing, Big Data > Machine Learning, Technology > Artificial Intelligence, Enterprise > Enterprise Search, Enterprise, Technology > Deep Tech",2011.0,22.0,Vienna,Austria,6179900.0,1200000.0,2016-03-15,Series A,,,
8186,"Internet > Search, Advertising, Marketing > Brand Marketing, Mobile > Mobile Commerce, Technology > Artificial Intelligence, Internet of Things, Retail > Retail Technology",2007.0,15.0,San Francisco,United States,4900000.0,,2014-11-04,Venture capital,,,
8276,"Technology > Artificial Intelligence, Software",2007.0,6.0,Sherman Oaks,United States,500000.0,,2014-11-07,Venture capital,,,
8336,"Analytics, Technology > Artificial Intelligence, Education > Language Learning, Software > Enterprise Software > Market Research, Analytics > Text Analytics",2012.0,17.0,Heidelberg,Germany,6101427.0,4500000.0,2014-11-11,Private equity,,,
8402,"Internet > Email, Internet > Social Media, Marketing > CRM, Technology > Artificial Intelligence",2013.0,,Los Altos,United States,40600000.0,20000000.0,2016-12-06,Series B,Cisco,2018-05-01,270000000.0
8459,"Photography > Photo Sharing, Photography, Internet, Software > Apps, Big Data, Image Recognition, Big Data > Machine Learning, Internet > Social Network > Private Social Networking, Software, Internet > Social Network",2009.0,7.0,Amsterdam,The Netherlands,595035.0,268817.0,2015-05-21,Angel,ReSnap,2017-05-10,0.0
8464,"Technology > Information Technology, Internet > SaaS, Marketing > Business Intelligence, Technology > Artificial Intelligence, Big Data > Data Visualization",2013.0,7.0,Köpenhamn,Denmark,2140000.0,1000000.0,2017-02-22,Seed fund,,,
8471,"Technology > Artificial Intelligence, Software",2007.0,102.0,San Francisco,United States,174280450.0,29000000.0,2017-07-04,Series D,,,
8517,"Internet > Web Development > Developer APIs, Big Data > Machine Learning, Technology > Artificial Intelligence",2013.0,2.0,Berlin,Germany,415485.0,0.0,2014-12-03,Seed fund,,,
8607,"Big Data > Big Data Analytics, Big Data, Technology > Artificial Intelligence",2010.0,90.0,Chicago,United States,43400000.0,11000000.0,2017-04-20,Series D,,,
8649,"Big Data > Machine Learning > Natural Language Processing, Finance > Financial Services, Finance > FinTech",2011.0,2.0,Amsterdam,The Netherlands,88462.0,38462.0,2012-12-31,Angel,,,
8684,"Mobile, Personalization, Big Data > Machine Learning, Internet > Ediscovery > Content Discovery",2012.0,11.0,Mountain View,United States,7200000.0,5400000.0,2013-07-18,Series A,Apple,2014-07-28,30000000.0
8716,"Internet > Email, Internet > Consumer Internet > Messaging, Office Space, Collaboration, Technology > Artificial Intelligence, Businesses > Startups > Small and Medium Businesses",2008.0,,London,United Kingdom,6013514.0,3607956.0,2014-12-03,Series B,,,
8723,"Mobile, Big Data > Machine Learning, Big Data > Data Integration, Sales and Marketing > Social CRM, Sales and Marketing > Sales Automation, Software",2011.0,4.0,Tampa,United States,13500000.0,6000000.0,2016-04-08,Series UNDISCLOSED,,,
8763,"Big Data > Machine Learning > Natural Language Processing, Big Data > Machine Learning, Technology > Artificial Intelligence, Data Science > Computer Vision",2014.0,2.0,Seattle,United States,27250000.0,14000000.0,2017-01-10,Series B,,,
8808,"Internet > Web Development, Analytics, Big Data, Big Data > Machine Learning",2012.0,430.0,Chicago,United States,1759000000.0,325000000.0,2015-09-29,Private equity,,,
8841,"Finance, Robotics, Technology > Artificial Intelligence, Software",2006.0,10.0,Cambridge,United States,14750000.0,14000000.0,2017-01-17,Series A,,,
9004,"Software > Enterprise Software, Industry > Manufacturing, Businesses > Consulting, Technology > Artificial Intelligence, Sustainability",2013.0,2.0,Utrecht,The Netherlands,,,,,,,
9080,"Big Data > Machine Learning > Natural Language Processing, Businesses > Human Resources",2015.0,5.0,Rotterdam,The Netherlands,,,,,,,
9081,Technology > Artificial Intelligence,2013.0,2.0,Rotterdam,The Netherlands,,,,,,,
9184,"Big Data, Big Data > Machine Learning, Health Care, Health > Personal Health > Quantified Self",2013.0,11.0,San Francisco,United States,109971193.0,83000000.0,2018-09-21,Series C,,,
9330,"Big Data > Machine Learning, Internet of Things > Home Automation, Energy > Energy Efficiency",2012.0,5.0,Boston,United States,16605000.0,6900000.0,2015-07-27,Series A,,,
9375,"Internet > SaaS, Analytics, Big Data, Software > Productivity Software, Big Data > Machine Learning, Health > Health and Wellness",2013.0,2.0,Braintree,United States,118000.0,118000.0,2013-01-21,Seed fund,,,
9390,"Social > Communities, Education, Technology > Artificial Intelligence, Gaming",2012.0,12.0,Las Vegas,United States,750000.0,750000.0,2014-01-10,Seed fund,,,
9439,"Finance, Analytics, Big Data, Big Data > Machine Learning, Finance > Insurance",2011.0,11.0,Gibraltar,United Kingdom,13215686.0,3378378.0,2017-12-12,Series A,,,
9464,"Finance, Internet > Web Development > Developer APIs, Analytics, Big Data > Machine Learning, Sales and Marketing, Software, Optimization",,3.0,Brooklyn,United States,210000.0,210000.0,2012-11-01,Seed fund,,,
10071,"Internet > Consumer Internet > Messaging, Internet > SaaS, Analytics, Technology > Artificial Intelligence",2008.0,45.0,Toronto,Canada,,,,,,,
10249,"Internet > Search, Technology > Artificial Intelligence, Hospitality > Online Reservations, Hospitality > Restaurants",2006.0,2.0,Gothenburg,Sweden,506719.0,68480.0,2007-09-07,Seed fund,,,
10270,"Software > Enterprise Software, Health Care, Big Data > Machine Learning > Natural Language Processing > Speech Recognition",2013.0,2.0,San Francisco,United States,11478000.0,8000000.0,2017-02-14,Series B,,,
10288,"Software > Enterprise Software, Big Data > Machine Learning, Technology > Artificial Intelligence, Services > Customer Service > Customer Support Tools",2012.0,11.0,Berkeley,United States,7614554.0,5000000.0,2017-08-03,Series A,General Electric,2016-11-15,0.0
10424,"Entertainment, Social > Communities > Reviews and Recommendations, Software > Apps, Big Data > Machine Learning, Technology > Artificial Intelligence",2014.0,2.0,Berlin,Germany,50000.0,,2015-01-01,Seed fund,,,
10425,"Social > Communities > Peer-to-Peer, Real Estate, Finance > Investment > Crowdfunding, Big Data > Machine Learning, Finance > Financial Services > Banking, Finance > FinTech",2013.0,6.0,Liverpool,United Kingdom,7812500.0,7812500.0,2015-01-01,Series A,,,
10427,"Big Data, Big Data > Machine Learning, Mobile > Mobile Advertising",2012.0,30.0,Palo Alto,United States,11456802.0,1710072.0,2014-12-31,Venture capital,Rakuten,2015-03-20,0.0
10679,"Technology, Analytics, Big Data, Big Data > Machine Learning > Natural Language Processing, Big Data > Machine Learning, Technology > Artificial Intelligence, Analytics > Text Analytics",2012.0,20.0,Dublin,Ireland,3456016.0,2325581.0,2017-11-08,Series A,,,
11032,"Big Data > Machine Learning, Technology > Artificial Intelligence, Health Care, Finance > FinTech > Blockchain",,,Paris - Singapore,France,,,,,,,
11235,"Technology, Software > Enterprise Software, Analytics, Big Data, Sales and Marketing, Marketing > CRM, Technology > Artificial Intelligence, Sales and Marketing > Sales Automation, Software, Marketing, Sales and Marketing > Sales Tools",2014.0,8.0,Antwerp,Belgium,,,,,,,
11322,"Analytics, Big Data, Big Data > Machine Learning, Health > Fitness",2011.0,5.0,Durham,United States,50000.0,50000.0,2012-03-19,Seed fund,,,
11460,"Big Data > Machine Learning, Software",2013.0,,Seattle,United States,25250000.0,18500000.0,2015-01-08,Series B,Apple,2016-08-06,200000000.0
11611,"Big Data > Machine Learning, Robotics, Technology > Artificial Intelligence",1946.0,1001.0,Menlo Park,United States,9600000.0,9600000.0,2016-12-20,Series A,,,
11675,"Technology, Software > Enterprise Software, Image Recognition, Technology > Artificial Intelligence, Data Science > Computer Vision, Software, Marketing, Data Science",2014.0,12.0,Amsterdam,The Netherlands,560241.0,511364.0,2015-03-26,Seed fund,,,
11683,"E-Commerce, Technology, Technology > Artificial Intelligence, Psychology, E-Commerce > Revenue Drivers",2014.0,21.0,Amsterdam,The Netherlands,1349398.0,1244444.0,2016-09-01,Seed fund,,,
11821,"Technology, Software > Enterprise Software, Technology > Artificial Intelligence, Software",2011.0,51.0,Copenhagen,Denmark,,,,,,,
11852,"Analytics, Big Data, Technology > Artificial Intelligence, Communications",2000.0,11.0,Helsinki,Finland,,,,,,,
11854,"Technology, Health > Personal Health, Health > Health and Wellness, Technology > Artificial Intelligence, Health Care > Medical, Health > Mobile Health, Health Care, Health Care > Medical > Medical Devices, Health, Technology > Deep Tech",2012.0,20.0,Helsinki,Finland,6610011.0,5432099.0,2018-04-05,Series A,,,
11862,"Software > Enterprise Software, Analytics, Big Data, Technology > Artificial Intelligence, Legal, Information Services",2012.0,11.0,New York,United States,7029412.0,3529412.0,2017-10-03,Series B,,,
11880,"Technology, Technology > Artificial Intelligence, Health Care",2013.0,150.0,London,United Kingdom,85000000.0,60000000.0,2017-04-25,Venture Capital,,,
11881,"Analytics, Big Data, Big Data > Machine Learning, Businesses > Consulting, Software",2012.0,11.0,London,United Kingdom,11372376.0,4626866.0,2015-05-07,Series B,Teradata,2016-07-25,0.0
11908,"Social > Communities, Internet, Technology > Artificial Intelligence, Health Care",2010.0,11.0,London,United Kingdom,1363636.0,1363636.0,2016-10-21,Equity crowdfunding,,,
11915,"Media > Music, Media > Video, Technology > Artificial Intelligence",2012.0,2.0,London,United Kingdom,6801469.0,2941176.0,2016-01-18,Series A,,,
11953,"Personalization, Big Data > Machine Learning, Analytics > Text Analytics, API",2012.0,2.0,London,United Kingdom,,,,,,,
11978,"Technology, Internet, Internet > SaaS, Big Data, Marketing > Business Intelligence, Technology > Artificial Intelligence, Marketing",2011.0,2.0,London,United Kingdom,1694160.0,678422.0,2014-01-31,Seed fund,,,
12033,"Big Data, Big Data > Machine Learning, Agriculture, Big Data > Data Visualization, Information Services",2014.0,30.0,Madrid,Spain,1349398.0,126457.0,2014-10-01,Grant,,,
12459,"Big Data > Machine Learning > Natural Language Processing, Big Data > Machine Learning, Analytics > Text Analytics",2010.0,50.0,Boston,United States,20599997.0,12600000.0,2018-03-05,Series A,,,
12472,"Internet > Social Media, Technology > Artificial Intelligence",2012.0,2.0,Kirkland,United States,205000.0,205000.0,2014-02-28,Seed fund,,,
12770,"E-Commerce, E-Commerce > Online Shopping, Big Data > Machine Learning, Retail > Retail Technology",2010.0,11.0,Boston,United States,112436036.0,55000000.0,2018-01-15,Series C,,,
12798,"Big Data > Machine Learning, Technology > Artificial Intelligence, Software",2014.0,,Palo Alto,United States,27200000.0,13600000.0,2014-12-30,Series B,,,
12836,"Mobile, Photography, Crowdsourcing, Technology, Navigation, Transportation, Analytics, Big Data, Navigation > Maps, Technology > Artificial Intelligence",2013.0,2.0,Malmö,Sweden,24500000.0,15000000.0,2018-04-12,Venture Capital,,,
12851,"Advertising, Technology > Artificial Intelligence, Analytics > Predictive Analytics, Marketing > Digital Marketing",2016.0,5.0,New York,United States,130000.0,130000.0,2016-08-09,Seed fund,,,
12865,"Retail, Analytics, Big Data > Machine Learning, Retail > Retail Technology",2013.0,7.0,Toronto,Canada,38500000.0,37000000.0,2018-01-03,Series B,,,
12896,"Consumer Electronics, Big Data > Machine Learning, Robotics, Technology > Artificial Intelligence",2012.0,11.0,Boston,United States,67700000.0,13100000.0,2016-11-10,Series B,,,
12926,"Internet > Social Media, Internet > Cloud Computing, Technology, Finance, Internet, Software > Enterprise Software, Software > Infrastructure, Technology > Artificial Intelligence, Software, Finance > FinTech, Finance > FinTech > Cryptocurrency, Social Entrepreneurship",2014.0,8.0,Amsterdam,The Netherlands,7658000.0,3000000.0,2017-08-08,Venture Capital,,,
12998,"Education, Technology > Artificial Intelligence, Education > EdTech",2013.0,6.0,Austin,United States,6706223.0,3200000.0,2017-01-18,Series B,,,
13043,"Technology > Artificial Intelligence, Software",2013.0,,Chennai,United Kingdom,1500000.0,0.0,2018-09-05,Undisclosed funding,,,
13193,"Finance, Big Data, Big Data > Machine Learning, Sustainability, Information Services, Sustainability > Clean Technology, Sustainability > Green, Finance > FinTech",2014.0,21.0,Amsterdam,The Netherlands,1615807.0,1052632.0,2017-01-01,Debt financing,,,
13236,"Internet > Cloud Computing, Big Data > Big Data Analytics, Internet > SaaS, Analytics, Big Data > Machine Learning",2011.0,8.0,San Francisco,United States,1400000.0,1400000.0,2012-02-01,Seed fund,Salesforce,2012-12-16,0.0
13401,"Personalization, Big Data > Machine Learning > Natural Language Processing, Education, Knowledge Management, Internet > Curated Web",2009.0,10.0,San Francisco,United States,150000.0,150000.0,2011-03-18,Seed fund,Tagged,2011-12-07,
13487,"Big Data > Big Data Analytics, Internet > SaaS, Analytics, Big Data, Big Data > Machine Learning, Analytics > Predictive Analytics, Analytics > Text Analytics",2007.0,50.0,Cambridge,United States,36000000.0,16000000.0,2016-01-05,Series C,,,
13489,"Finance, Analytics, Big Data > Machine Learning, Finance > FinTech",2014.0,51.0,Chicago,United States,80050000.0,75000000.0,2015-05-19,Debt financing,,,
13508,"E-Commerce, Big Data > Big Data Analytics, Analytics, Big Data > Machine Learning",2013.0,10.0,"Washington, D.C.",United States,2200000.0,2200000.0,2015-02-19,Seed fund,,,
13513,"Photography > Photo Sharing, Photography, Technology, Big Data, Image Recognition, Big Data > Machine Learning, Technology > Artificial Intelligence, Photography > Photo Tech, Technology > Deep Tech",2013.0,15.0,Nijmegen,The Netherlands,516098.0,450000.0,2015-02-19,Seed fund,Albelli,2017-09-08,0.0
13567,"Software > Enterprise Software, Collaboration, Technology > Artificial Intelligence",2014.0,2.0,Boston,United States,4700000.0,0.0,2017-10-16,Venture Capital,,,
13708,"Internet, Internet > Web Development, Robotics, Technology > Artificial Intelligence",2016.0,25.0,London,United Kingdom,500000.0,500000.0,2016-05-25,Seed fund,,,
13807,"Media > Video, Media > Digital Media, Big Data > Machine Learning, Media > Publishers",2011.0,12.0,Palo Alto,United States,5848960.0,3500000.0,2017-02-08,Undisclosed funding,,,
13986,"Analytics, Technology > Artificial Intelligence, Marketing > Internet Marketing > Conversion Optimization, Advertising > Adtech",2009.0,2.0,Berlin,Germany,643300.0,643300.0,2013-10-05,Venture capital,,,
14003,"Big Data > Big Data Analytics, Big Data > Machine Learning, Internet > Social Network, Software > Mobile Applications",2015.0,2.0,Chennai,India,,,,,,,
14090,"Crowdsourcing, Big Data > Machine Learning > Natural Language Processing, Technology > Artificial Intelligence, Health Care",2013.0,8.0,Toronto,Canada,,,,,,,
14150,"Transportation, Technology > Artificial Intelligence, Internet of Things, Hardware > Printing > 3d Printing",2015.0,,Tel Aviv,Israel,,,,,,,
14197,"Internet, Internet > SaaS, Analytics, Big Data, Big Data > Machine Learning, Big Data > Data Integration, Data Science",2013.0,70.0,Paris,France,146600000.0,101000000.0,2018-12-19,Series C,,,
14198,"Big Data > Big Data Analytics, Internet > Web Development > Developer APIs, Big Data, Big Data > Machine Learning > Natural Language Processing, Big Data > Machine Learning, Technology > Artificial Intelligence, Data Science > Computer Vision, Analytics > Text Analytics",2005.0,10.0,Denver,United States,2000000.0,2000000.0,2013-02-15,Series A,IBM,2015-03-04,
14260,"Navigation, Analytics, Big Data, Big Data > Machine Learning, Navigation > Maps",2012.0,11.0,San Francisco,United States,65000000.0,50000000.0,2015-09-24,Series C,,,
14266,"Technology > Artificial Intelligence, Software > Developer Tools",2014.0,,Berkeley,United States,13600000.0,7600000.0,2017-05-03,Venture Capital,Microsoft,2018-06-21,0.0
14409,"Software > Enterprise Software, Big Data, Big Data > Machine Learning, Marketing Intelligence",2011.0,23.0,London,United Kingdom,3400000.0,3400000.0,2015-03-06,Series A,,,
14464,"Big Data > Big Data Analytics, Big Data > Machine Learning > Natural Language Processing, Finance > FinTech",2011.0,2.0,New York,United States,,,,,,,
14526,"Technology, Finance, Big Data > Big Data Analytics, Internet, Internet > SaaS, Big Data, Technology > Artificial Intelligence, Finance > FinTech, Technology > Deep Tech",2015.0,4.0,Washington DC,United States,1200000.0,1200000.0,2016-09-15,Seed fund,,,
14540,"Mobile, E-Commerce, Advertising, Design, Consumer Goods > Fashion, Image Recognition, Consumer Goods > Beauty, Technology > Artificial Intelligence, Data Science > Computer Vision",2014.0,,Paris,France,2409639.0,2272727.0,2015-03-13,Venture capital,,,
14616,"Internet > Social Media, Technology > Artificial Intelligence",2012.0,4.0,Madrid,Spain,1753973.0,1300000.0,2015-03-17,Series A,,,
14652,"Big Data > Big Data Analytics, Software > Enterprise Software, Internet > SaaS, Big Data > Machine Learning",2004.0,150.0,Provo,United States,249000000.0,50000000.0,2017-01-18,Series E,,,
14779,"Internet > Social Media, Big Data > Machine Learning, Music Services",2014.0,2.0,Paris,France,30300000.0,30000000.0,2015-03-24,Seed fund,,,
14839,"Big Data > Big Data Analytics, Internet > SaaS, Big Data > Machine Learning, Big Data > Data Visualization",2012.0,4.0,Charlotte,United States,12575000.0,4000000.0,2019-02-21,Series B,,,
15159,"Big Data > Big Data Analytics, Big Data > Machine Learning > Natural Language Processing, Big Data > Data Visualization",2012.0,36.0,Groningen,The Netherlands,0.0,0.0,,,,,
15171,"Advertising, Big Data > Machine Learning > Natural Language Processing, Marketing > Email Marketing, Marketing",2015.0,12.0,London,United Kingdom,5333333.0,4000000.0,2018-08-30,Series A,,,
15307,"Software > Open Source, Analytics, Big Data, Big Data > Machine Learning, Software > Developer Tools",2013.0,2.0,Silicon Valley,,2650000.0,2500000.0,2014-07-17,Seed fund,Salesforce,2016-02-19,0.0
15833,Technology > Artificial Intelligence,2012.0,67.0,London,United Kingdom,26450000.0,16000000.0,2018-06-27,Series B,,,
